S No,Station Name,Station Code,Station Category,Division,Zone,District,State
303,SELOO ROAD,SLOR,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
304,SINDI,SNI,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
305,SONEGAON,SNN,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
306,SONKHAMB,SNKB,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
307,TADALI,TAE,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
308,TAKU,TAKU,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH
309,TALNI,TLN,NSG6,NAGPUR,CR,BULDHANA,MAHARASHTRA
310,TEEGAON,TEO,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
311,TIMTALA,TMT,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA
312,TULJAPUR,TGP,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
313,WAGHOLI,WG,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
314,WANI,WANI,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA
315,WARUD ORANGE CITY,WOC,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA
316,KADETHAN,KDTN,HG2,PUNE,CR,PUNE,MAHARASHTRA
317,KANHE,KNHE,HG2,PUNE,CR,PUNE,MAHARASHTRA
318,KATPHAL,KFH,HG2,PUNE,CR,PUNE,MAHARASHTRA
319,KHUTBAV,KTT,HG2,PUNE,CR,PUNE,MAHARASHTRA
320,MANJARI BUDRUK,MJBK,HG2,PUNE,CR,PUNE,MAHARASHTRA
321,SHIRSAI,SSI,HG2,PUNE,CR,PUNE,MAHARASHTRA
322,VISHRAMBAG,VRB,HG2,PUNE,CR,SANGLI,MAHARASHTRA
323,AMNAPUR,ANQ,HG3,PUNE,CR,SANGLI,MAHARASHTRA
324,MADHAVNAGAR,MDVR,HG3,PUNE,CR,SANGLI,MAHARASHTRA
325,MALADGAON,MDDG,HG3,PUNE,CR,PUNE,MAHARASHTRA
326,NIMSHIRGAON TAMDALGE,NMGT,HG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
327,PHALTAN,PLLD,HG3,PUNE,CR,SATARA,MAHARASHTRA
328,SURWADI,SWLN,HG3,PUNE,CR,SATARA,MAHARASHTRA
329,TARADGAON,TGLN,HG3,PUNE,CR,SATARA,MAHARASHTRA
330,PUNE JN.,PUNE,NSG1,PUNE,CR,PUNE,MAHARASHTRA
331,CHHATRAPATI SHAHU MAHARAJ TERMINUS,KOP,NSG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
332,MIRAJ JN.,MRJ,NSG3,PUNE,CR,SANGLI,MAHARASHTRA
333,BARAMATI,BRMT,NSG5,PUNE,CR,PUNE,MAHARASHTRA
334,HATKANANGALE,HTK,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
335,JAYASINGPUR,JSP,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
336,JEJURI,JJR,NSG5,PUNE,CR,PUNE,MAHARASHTRA
337,KARAD,KRD,NSG5,PUNE,CR,SATARA,MAHARASHTRA
338,KEDGAON,KDG,NSG5,PUNE,CR,PUNE,MAHARASHTRA
339,KIRLOSKARVADI,KOV,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
340,SANGLI,SLI,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
341,SATARA,STR,NSG5,PUNE,CR,SATARA,MAHARASHTRA
342,URULI,URI,NSG5,PUNE,CR,PUNE,MAHARASHTRA
343,VALIVADE,VV,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
344,ADARKI,AKI,NSG6,PUNE,CR,SATARA,MAHARASHTRA
345,ALANDI,ALN,NSG6,PUNE,CR,PUNE,MAHARASHTRA
346,AMBALE,ABLE,NSG6,PUNE,CR,PUNE,MAHARASHTRA
347,BHAVANINAGAR,BVNR,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
348,BHILAVDI,BVQ,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
349,DAUNDAJ,DNJ,NSG6,PUNE,CR,PUNE,MAHARASHTRA
350,HADAPSAR,HDP,NSG6,PUNE,CR,PUNE,MAHARASHTRA
351,JARANDESHWAR,JSV,NSG6,PUNE,CR,SATARA,MAHARASHTRA
352,KOREGAON,KRG,NSG6,PUNE,CR,SATARA,MAHARASHTRA
353,LONAND JN.,LNN,NSG6,PUNE,CR,SATARA,MAHARASHTRA
354,LONI,LONI,NSG6,PUNE,CR,PUNE,MAHARASHTRA
355,MASUR,MSR,NSG6,PUNE,CR,SATARA,MAHARASHTRA
356,NANDRE,NDE,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
357,NIRA,NIRA,NSG6,PUNE,CR,PUNE,MAHARASHTRA
358,PALSI,PLV,NSG6,PUNE,CR,SATARA,MAHARASHTRA
359,PATAS,PAA,NSG6,PUNE,CR,PUNE,MAHARASHTRA
360,PHURSUNGI,FSG,NSG6,PUNE,CR,PUNE,MAHARASHTRA
361,RAHIMATPUR,RMP,NSG6,PUNE,CR,SATARA,MAHARASHTRA
362,RAJEVADI,RJW,NSG6,PUNE,CR,PUNE,MAHARASHTRA
363,RUKADI,RKD,NSG6,PUNE,CR,KOLHAPUR,MAHARASHTRA
364,SALPA,SLP,NSG6,PUNE,CR,SATARA,MAHARASHTRA
365,SASVAD ROAD,SSV,NSG6,PUNE,CR,PUNE,MAHARASHTRA
366,SHENOLI,SNE,NSG6,PUNE,CR,SATARA,MAHARASHTRA
367,SHINDAWANE,SHIV,NSG6,PUNE,CR,PUNE,MAHARASHTRA
368,SHIRAVDE,SIW,NSG6,PUNE,CR,SATARA,MAHARASHTRA
369,TAKARI,TKR,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
370,TARGAON,TAZ,NSG6,PUNE,CR,SATARA,MAHARASHTRA
371,VALHA,WLH,NSG6,PUNE,CR,PUNE,MAHARASHTRA
372,WATHAR,WTR,NSG6,PUNE,CR,SATARA,MAHARASHTRA
373,YEVAT,YT,NSG6,PUNE,CR,PUNE,MAHARASHTRA
374,AKURDI,AKRD,SG3,PUNE,CR,PUNE,MAHARASHTRA
375,BEGDEWADI,BGWI,SG3,PUNE,CR,PUNE,MAHARASHTRA
376,CHINCHVAD,CCH,SG3,PUNE,CR,PUNE,MAHARASHTRA
377,DAPODI,DAPD,SG3,PUNE,CR,PUNE,MAHARASHTRA
378,DEHU ROAD,DEHR,SG3,PUNE,CR,PUNE,MAHARASHTRA
379,GHORAWADI,GRWD,SG3,PUNE,CR,PUNE,MAHARASHTRA
380,KAMSHET,KMST,SG3,PUNE,CR,PUNE,MAHARASHTRA
381,KASARWADI,KSWD,SG3,PUNE,CR,PUNE,MAHARASHTRA
382,KHADKI,KK,SG3,PUNE,CR,PUNE,MAHARASHTRA
383,MALAVLI,MVL,SG3,PUNE,CR,PUNE,MAHARASHTRA
384,PIMPRI,PMP,SG3,PUNE,CR,PUNE,MAHARASHTRA
385,SHIVAJI NAGAR,SVJR,SG3,PUNE,CR,PUNE,MAHARASHTRA
386,TALEGAON,TGN,SG3,PUNE,CR,PUNE,MAHARASHTRA
387,VADGAON,VDN,SG3,PUNE,CR,PUNE,MAHARASHTRA
388,ASHTI,AHI,HG3,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
389,BELANKI,BLNK,HG3,SOLAPUR,CR,SANGLI,MAHARASHTRA
390,HARANGUL,HGL,HG3,SOLAPUR,CR,LATUR,MAHARASHTRA
391,JAVALE,JVA,HG3,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
392,KADA,KDAA,HG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
393,KALAMB ROAD,KMRD,HG3,SOLAPUR,CR,OSMANABAD,MAHARASHTRA
394,LANGARPETH,LNP,HG3,SOLAPUR,CR,SANGLI,MAHARASHTRA
395,MHASOBA DONGARGAON,MSDG,HG3,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
396,MURUD,MRX,HG3,SOLAPUR,CR,LATUR,MAHARASHTRA
397,NARAYANDOHO,NYDO,HG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
398,NEW DHANORA,NDNR,HG3,SOLAPUR,CR,BEED,MAHARASHTRA
399,NEW LONI,NLNI,HG3,SOLAPUR,CR,BEED,MAHARASHTRA
400,NIMBLAK,NNB,HG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
401,NIPANI VADGAON,NPW,HG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
402,PATHROT,PTRT,HG3,SOLAPUR,CR,AMRAVATI,MAHARASHTRA
403,SOLAPURWADI,SPWI,HG3,SOLAPUR,CR,BEED,MAHARASHTRA
404,WASUD,WSD,HG3,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
405,SOLAPUR,SUR,NSG2,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
406,AHMADNAGAR.,ANG,NSG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
407,DAUND JN.,DD,NSG3,SOLAPUR,CR,PUNE,MAHARASHTRA
408,KALABURAGI,KLBG,NSG3,SOLAPUR,CR,BAGALKOTE,KARNATAKA
409,KOPARGAON,KPG,NSG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
410,SAINAGAR SHIRDI,SNSI,NSG3,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
411,KURDUWADI,KWV,NSG4,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
412,LATUR,LUR,NSG4,SOLAPUR,CR,LATUR,MAHARASHTRA
413,PANDHARPUR,PVR,NSG4,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
414,WADI,WADI,NSG4,SOLAPUR,CR,KALABURAGI,KARNATAKA
415,AKALKOT ROAD,AKOR,NSG5,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
416,BARSI TOWN,BTW,NSG5,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
417,BELAPUR,BAP,NSG5,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
418,DAUND CHORDLINE,DDCC,NSG5,SOLAPUR,CR,PUNE,MAHARASHTRA
419,DUDHANI,DUD,NSG5,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
420,GANAGAPUR ROAD,GUR,NSG5,SOLAPUR,CR,KALABURAGI,KARNATAKA
421,HOTGI,HG,NSG5,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
422,JEUR,JEUR,NSG5,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
423,SHAHABAD,SDB,NSG5,SOLAPUR,CR,KALABURAGI,KARNATAKA
424,USMANABAD,UMD,NSG5,SOLAPUR,CR,OSMANABAD,MAHARASHTRA
425,AKOLNER,AKR,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
426,ANGAR,AAG,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
427,ARAG,ARAG,NSG6,SOLAPUR,CR,SANGLI,MAHARASHTRA
428,AUSA ROAD,OSA,NSG6,SOLAPUR,CR,LATUR,MAHARASHTRA
429,BABLAD,BBD,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
430,BALE,BALE,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
431,BELVANDI,BWD,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
432,BHIGWAN,BGVN,NSG6,SOLAPUR,CR,PUNE,MAHARASHTRA
433,BORIBIAL,BRB,NSG6,SOLAPUR,CR,PUNE,MAHARASHTRA
434,BOROTI,BOT,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
435,CHITALI,CIT,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
436,DHALGAON,DLGN,NSG6,SOLAPUR,CR,SANGLI,MAHARASHTRA
437,DHAVALAS,DHS,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
438,DHOKI,DKY,NSG6,SOLAPUR,CR,OSMANABAD,MAHARASHTRA
439,GAUDGAON.,GDGN,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
440,HIRENANDURU,HQR,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
441,HUNSIHADGIL,HHD,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
442,JATH ROAD,JTRD,NSG6,SOLAPUR,CR,SANGLI,MAHARASHTRA
443,JINTI ROAD,JNTR,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
444,KANHEGAON,KNGN,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
445,KASHTI,KSTH,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
446,KAVATHE-MAHANKAL,KVK,NSG6,SOLAPUR,CR,SANGLI,MAHARASHTRA
447,KEM,KEM,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
448,KULALI,KUI,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
449,MADHA,MA,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
450,MALIKPETH,MKPT,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
451,MALTHAN,MLM,NSG6,SOLAPUR,CR,PUNE,MAHARASHTRA
452,MARTUR,MR,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
453,MODNIMB,MLB,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
454,MOHOL,MO,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
455,MUNDHEWADI,MVE,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
456,NAGANSUR,NGS,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
457,PADHEGAON,PDGN,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
458,PAKNI,PK,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
459,PANGRI,PJR,NSG6,SOLAPUR,CR,OSMANABAD,MAHARASHTRA
460,PAREWADI,PRWD,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
461,POPHLAJ,PPJ,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
462,PUNTAMBA,PB,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
463,RAHURI,RRI,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
464,RANJANGAON ROAD,RNJD,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
465,SANGOLA,SGLA,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
466,SAROLA,SRL,NSG6,SOLAPUR,CR,PUNE,MAHARASHTRA
467,SAWALGI,SVG,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
468,SHENDRI,SEI,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
469,SHRIGONDA ROAD,SGND,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
470,SULGARE,SGRE,NSG6,SOLAPUR,CR,SANGLI,MAHARASHTRA
471,TAJ SULTANPUR,TJSP,NSG6,SOLAPUR,CR,KALABURAGI,KARNATAKA
472,TIKEKARWADI,TKWD,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
473,TILATI,TLT,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
474,VAKAV,WKA,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
475,VAMBORI,VBR,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
476,VILAD,VL,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
477,VISAPUR,VPR,NSG6,SOLAPUR,CR,AHMEDNAGAR,MAHARASHTRA
478,WADSINGE,WDS,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
479,WASHIMBE,WSB,NSG6,SOLAPUR,CR,SOLAPUR,MAHARASHTRA
480,YEDSHI,YSI,NSG6,SOLAPUR,CR,OSMANABAD,MAHARASHTRA
481,YEOLA,YL,NSG6,SOLAPUR,CR,NASHIK,MAHARASHTRA
482,BAGADIA PH,BGDI,HG2,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
483,BANABIHARI GWALIPUR,BNHR,HG2,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
484,CHATRAPUR COURT PH,CAPC,HG2,KHURDA ROAD,ECOR,GANJAM,ODISHA
485,DANDIMAL PH,DNDL,HG2,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
486,DULAKHAPATNA PH,DLPT,HG2,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
487,JANKIDEIPUR PH,JKDP,HG2,KHURDA ROAD,ECOR,PURI,ODISHA
488,JHANKADA SARALA ROAD,JSRD,HG2,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
489,KALIJAI - PH,KLJI,HG2,KHURDA ROAD,ECOR,GANJAM,ODISHA
490,KAPALI ROAD PH,KPLD,HG2,KHURDA ROAD,ECOR,BHADRAK,ODISHA
491,KATHAJORI PH,KTJI,HG2,KHURDA ROAD,ECOR,CUTTACK,ODISHA
492,LINGARAJ TEMPLE ROAD,LGTR,HG2,KHURDA ROAD,ECOR,KHORDHA,ODISHA
493,MUKTESWARPURI PH,MKTP,HG2,KHURDA ROAD,ECOR,KHORDHA,ODISHA
494,NIMAKANA PH,NIN,HG2,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
495,PATIA PH,PTAB,HG2,KHURDA ROAD,ECOR,KHORDHA,ODISHA
496,SHYAMACHARANPUR PH,SCPR,HG2,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
497,TALCHER THERMAL PH,TTPT,HG2,KHURDA ROAD,ECOR,ANUGUL,ODISHA
498,VANIVIHAR PH,BNBH,HG2,KHURDA ROAD,ECOR,KHORDHA,ODISHA
499,ARGUL PH,ARGL,HG3,KHURDA ROAD,ECOR,KHORDHA,ODISHA
500,BADAKHANDIAITA,BDKT,HG3,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
501,BADAPADAGAON PH,BDPG,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
502,BOLAGARH TOWN PH,BORT,HG3,KHURDA ROAD,ECOR,KHORDHA,ODISHA
503,BRAHMANI PH,BRMI,HG3,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
504,DHAULIMUHAN PH,DLMH,HG3,KHURDA ROAD,ECOR,KHORDHA,ODISHA
505,GOLABAI PH,GLBA,HG3,KHURDA ROAD,ECOR,KHORDHA,ODISHA
506,GOPALPUR BALIKUDA PH,GBK,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
507,GOPINATH JEW BAN,GNJB,HG3,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
508,JENAPUR ROAD PH,JPRD,HG3,KHURDA ROAD,ECOR,PURI,ODISHA
509,MAHADIA PH,MHDB,HG3,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
510,MANGULI-CHOUDWAR PH,MACR,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
511,MATTAGAJAPUR,MTND,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
512,NAYABHAGIRATHIPUR PH,NBT,HG3,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
513,SARPESWAR PH,SPSR,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
514,SRI JHADESWAR PH,SJDR,HG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
515,BHUBANESWAR,BBS,NSG2,KHURDA ROAD,ECOR,KHORDHA,ODISHA
516,PURI,PURI,NSG2,KHURDA ROAD,ECOR,PURI,ODISHA
517,BHADRAK,BHC,NSG3,KHURDA ROAD,ECOR,BHADRAK,ODISHA
518,BRAHMAPUR,BAM,NSG3,KHURDA ROAD,ECOR,GANJAM,ODISHA
519,CUTTACK,CTC,NSG3,KHURDA ROAD,ECOR,CUTTACK,ODISHA
520,KHURDA ROAD JN.,KUR,NSG3,KHURDA ROAD,ECOR,KHORDHA,ODISHA
521,PALASA,PSA,NSG3,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
522,BALUGAON,BALU,NSG4,KHURDA ROAD,ECOR,KHORDHA,ODISHA
523,JAJPUR KEONJHAR ROAD,JJKR,NSG4,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
524,ANGUL,ANGL,NSG5,KHURDA ROAD,ECOR,ANUGUL,ODISHA
525,CHATRAPUR,CAP,NSG5,KHURDA ROAD,ECOR,GANJAM,ODISHA
526,DHANMANDAL,DNM,NSG5,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
527,DHENKANAL,DNKL,NSG5,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
528,ICHCHAPURAM,IPM,NSG5,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
529,KENDUJHARGARH,KDJR,NSG5,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
530,KHALLIKOTA,KIT,NSG5,KHURDA ROAD,ECOR,GANJAM,ODISHA
531,PARADEEP,PRDP,NSG5,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
532,SOMPETA,SPT,NSG5,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
533,TALCHER,TLHR,NSG5,KHURDA ROAD,ECOR,ANUGUL,ODISHA
534,TALCHER ROAD,TLHD,NSG5,KHURDA ROAD,ECOR,ANUGUL,ODISHA
535,BADABANDHA,BDBA,NSG6,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
536,BAGHUAPAL,BGPL,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
537,BAITARNI ROAD,BTV,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
538,BAJIPADA,BJPD,NSG6,KHURDA ROAD,ECOR,KENDRAPARA,ODISHA
539,BARANG,BRAG,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
540,BARITHENGARH PH,BRTG,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
541,BARUVA,BAV,NSG6,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
542,BASANTAPUR,BSTP,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
543,BAUDPUR,BUDR,NSG6,KHURDA ROAD,ECOR,BHADRAK,ODISHA
544,BEGUNIA,BYZA,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
545,BHUBANESWAR NEW,BBSN,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
546,BHUSANDPUR,BSDP,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
547,BIRPURUSOTHAMPUR,BRST,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
548,BOLAGARH ROAD,BORD,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
549,BUDHAPANK,BDPK,NSG6,KHURDA ROAD,ECOR,ANUGUL,ODISHA
550,BYREE,BYY,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
551,CHANDIKHOLE RD.,CIKR,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
552,CHARBATIA,CBT,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
553,CHILIKDARA,CLDR,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
554,CHILKA,CLKA,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
555,DELANG,DEG,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
556,GANGADHARPUR,GNGD,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
557,GANJAM,GAM,NSG6,KHURDA ROAD,ECOR,GANJAM,ODISHA
558,GHANTAKHAL NIDHIPUR,GHNH,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
559,GOALDIH,GADH,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
560,GOLANTHRA,GTA,NSG6,KHURDA ROAD,ECOR,GANJAM,ODISHA
561,GORAKHNATH,GRKN,NSG6,KHURDA ROAD,ECOR,JAGATSINGHAPUR,ODISHA
562,GURUDIJHATIA,GJTA,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
563,HARICHANDANPUR,HCNR,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
564,HARIDASPUR,HDS,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
565,HARIPURGRAM JN.,HPGM,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
566,HINDOL ROAD,HND,NSG6,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
567,HUMMA,HMA,NSG6,KHURDA ROAD,ECOR,GANJAM,ODISHA
568,JAGANNATHAPUR,JNP,NSG6,KHURDA ROAD,ECOR,GANJAM,ODISHA
569,JAKHAPURA JN,JKPR,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
570,JENAPUR,JEN,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
571,JHADUPUDI,JPI,NSG6,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
572,JORANDA ROAD,JRZ,NSG6,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
573,KAIPADAR ROAD,KPXR,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
574,KALAGAR,KLGA,NSG6,KHURDA ROAD,ECOR,KENDRAPARA,ODISHA
575,KALUPARA GHAT,KAPG,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
576,KANAS ROAD,KASR,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
577,KANDARPUR,KDRP,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
578,KAPILAS ROAD,KIS,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
579,KENDRAPARA,KENP,NSG6,KHURDA ROAD,ECOR,KENDRAPARA,ODISHA
580,KENDRAPARA ROAD,KNPR,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
581,KENDUAPADA,KED,NSG6,KHURDA ROAD,ECOR,BHADRAK,Odisha
582,KEREJANGA,KPJG,NSG6,KHURDA ROAD,ECOR,ANUGUL,ODISHA
583,KHURDA TOWN,KURT,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
584,KORAI,KRIH,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
585,KUHURI,KUU,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
586,LALITGIRI,LLTG,NSG6,KHURDA ROAD,ECOR,JAJAPUR,ODISHA
587,MAHIPUR,MAHI,NSG6,KHURDA ROAD,ECOR,NAYAGARH,ODISHA
588,MALATIPATPUR,MLT,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
589,MANCHESWAR,MCS,NSG6,KHURDA ROAD,ECOR,KHORDHA,ODISHA
590,MANDASA ROAD,MMS,NSG6,KHURDA ROAD,ECOR,SRIKAKULAM,ANDHRA PRADESH
591,MANJURI ROAD,MZZ,NSG6,KHURDA ROAD,ECOR,BHADRAK,ODISHA
592,MARSHAGHAI ROAD,MSGR,NSG6,KHURDA ROAD,ECOR,KENDRAPARA,ODISHA
593,MERAMANDALI,MRDL,NSG6,KHURDA ROAD,ECOR,DHENKANAL,ODISHA
594,MOTARI HALT,MWQ,NSG6,KHURDA ROAD,ECOR,PURI,ODISHA
595,NARAJ MARTHAPUR,NQR,NSG6,KHURDA ROAD,ECOR,CUTTACK,ODISHA
596,NARANPUR,NANR,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
597,NAYAGARH,NYG,NSG6,KHURDA ROAD,ECOR,KENDUJHAR,ODISHA
